Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Class
11.0,10.0,0.4709,0.22751,0.42328,0.33598,0.25661,0.47619,0.01852,11.4076,-0.02116,0.53968,-0.34127,11.0477375,-0.4127,0.3254,-0.51587,10.8267475,12.2481625,10.68793,-0.14815,10.837705,-0.14815,-0.38095,-0.2328,10.8904975,0.03574,11.048585,12.2086625,10.740515,12.14405,10.8641925,12.0344125,10.677175,1
11.0,10.0,0.82254,-0.07572,0.80462,0.00231,0.87514,-0.01214,0.86821,11.4076,12.3630575,-0.11734,0.84624,11.0477375,12.298325,-0.07399,12.3392625,10.8267475,0.78324,10.68793,0.86763,10.837705,0.78844,-0.06012,0.74451,10.8904975,0.76717,11.048585,0.74046,10.740515,12.14405,10.8641925,0.78439,10.677175,1
11.0,10.0,0.89589,0.39286,0.66129,0.71804,0.29521,0.90824,-0.04787,11.4076,-0.45725,11.303835,-0.7766,0.58511,12.298325,10.894995,-0.92282,10.8267475,12.2481625,10.68793,-0.50931,10.837705,-0.14895,-0.88591,0.21581,10.8904975,0.53229,11.048585,0.74846,10.740515,0.83142,10.8641925,12.0344125,10.677175,1
11.0,10.0,0.68729,1.0,0.91973,-0.76087,0.81773,0.04348,0.76087,11.4076,0.86789,11.303835,0.70067,0.18227,12.298325,0.13712,12.3392625,10.8267475,0.70736,10.68793,0.64883,10.837705,12.2780875,0.77425,1.0,10.8904975,0.89262,11.048585,0.7107,10.740515,12.14405,10.8641925,0.56522,10.677175,0
11.0,10.0,0.72414,-0.01084,0.79704,0.01084,0.8,0.00197,0.79015,11.4076,0.78424,-0.00985,0.8335,11.0477375,12.298325,10.894995,12.3392625,10.8267475,0.79113,10.68793,12.2371625,10.837705,0.74778,0.05517,0.72611,10.8904975,0.78041,11.048585,0.74089,10.740515,12.14405,0.02956,0.79015,10.677175,1
11.0,10.0,0.71521,-0.00647,0.66667,-0.04207,0.63107,-0.05178,0.77994,11.4076,12.3630575,11.303835,0.64725,0.15858,0.60194,10.894995,0.54369,10.8267475,0.46926,10.68793,0.64725,10.837705,0.39159,0.21683,0.52427,10.8904975,0.45105,11.048585,0.31392,10.740515,12.14405,10.8641925,12.0344125,10.677175,1
11.0,10.0,0.52542,-0.0339,0.94915,0.08475,0.52542,11.1964475,0.30508,11.4076,12.3630575,-0.13559,0.64407,11.0477375,12.298325,-0.35593,12.3392625,10.8267475,0.55932,0.0339,12.2371625,10.837705,0.86441,0.05085,0.40678,10.8904975,0.67287,11.048585,0.66102,10.740515,0.83051,10.8641925,0.76271,10.677175,1
11.0,10.0,0.88804,0.38138,0.65926,0.69431,0.29148,0.87892,-0.06726,0.90135,-0.39597,0.80441,-0.64574,11.0477375,12.298325,10.894995,-0.7894,10.8267475,12.2481625,10.68793,-0.46637,10.837705,-0.16449,-0.64338,0.09562,10.8904975,0.30406,11.048585,0.43227,10.740515,12.14405,10.8641925,12.0344125,10.677175,1
11.0,10.0,0.98822,0.02187,0.93102,0.341,0.83904,0.35222,0.74706,11.4076,12.3630575,11.303835,12.3887625,0.60179,0.4313,10.894995,12.3392625,10.8267475,0.28379,0.68873,0.07515,10.837705,0.06338,10.9619025,-0.16489,10.8904975,-0.16556,11.048585,-0.16209,10.740515,-0.34717,10.8641925,-0.33483,10.677175,1
11.0,10.0,0.84177,0.4346,0.5,0.7616,0.09916,0.9346,-0.37764,11.4076,12.3630575,0.61181,-0.93882,11.0477375,-0.86709,10.894995,-0.62869,10.8267475,12.2481625,-0.85654,12.2371625,-0.86498,12.2780875,-0.66878,0.74895,10.8904975,0.77937,11.048585,0.64135,10.740515,12.14405,10.8641925,-0.00422,10.677175,1
0.0,10.0,1.0,1.0,0.0,10.87383,1.0,-1.0,1.0,-1.0,1.0,11.303835,12.3887625,11.0477375,12.298325,-1.0,12.3392625,10.8267475,1.0,1.0,12.2371625,-1.0,-1.0,-1.0,12.2631,10.8904975,1.0,-1.0,1.0,10.740515,12.14405,10.8641925,12.0344125,10.677175,0
11.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.4076,12.3630575,-0.89098,-0.51504,11.0477375,-0.95489,10.894995,12.3392625,10.8267475,12.2481625,10.68793,0.0,10.837705,0.6203,10.9619025,-1.0,10.8904975,1.0,-1.0,1.0,10.740515,0.0,10.8641925,0.0,10.677175,0
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4076,0.0,11.303835,0.0,11.0477375,12.298325,10.894995,0.0,10.8267475,12.2481625,10.68793,0.0,10.837705,0.0,10.9619025,0.0,10.8904975,1.0,11.048585,0.0,10.740515,0.0,10.8641925,0.0,10.677175,0
11.0,10.0,0.5984,0.40332,0.82809,0.80521,0.76001,0.70709,0.8401,11.4076,0.97311,11.303835,12.3887625,-0.85727,12.298325,0.88444,12.3392625,10.8267475,0.88673,10.68793,12.2371625,-0.69594,0.8667,-0.85755,0.28604,10.8904975,1.0,11.048585,0.62958,10.740515,12.14405,10.8641925,0.81979,10.677175,0
11.0,10.0,1.0,0.45455,1.0,-0.45455,1.0,0.09091,1.0,11.4076,1.0,11.303835,12.3887625,-0.27273,12.298325,10.894995,12.3392625,10.8267475,1.0,10.68793,1.0,-0.36364,1.0,0.09091,1.0,10.8904975,1.0,11.048585,1.0,10.740515,12.14405,10.8641925,1.0,10.677175,1
11.0,10.0,1.0,0.02461,0.99672,0.04861,0.97545,0.07143,0.61745,-1.0,0.91036,11.303835,12.3887625,11.0477375,12.298325,10.894995,12.3392625,10.8267475,1.0,0.41003,12.2371625,10.837705,0.60138,10.9619025,0.54446,10.8904975,0.48867,0.16019,0.43481,10.740515,12.14405,10.8641925,1.0,1.0,0
11.0,10.0,0.88241,0.30634,0.73232,0.57816,0.34109,0.58527,0.05717,1.0,-0.09238,0.92118,-0.62403,11.0477375,12.298325,10.894995,-0.81422,10.8267475,12.2481625,10.68793,-0.78973,10.837705,-0.76901,-0.45478,-0.57242,10.8904975,-0.3161,11.048585,-0.02979,10.740515,12.14405,10.8641925,12.0344125,10.677175,1
0.0,10.0,1.0,1.0,1.0,-1.0,1.0,1.0,12.252435,1.0,1.0,11.303835,12.3887625,11.0477375,12.298325,1.0,12.3392625,-1.0,12.2481625,1.0,12.2371625,1.0,12.2780875,10.9619025,12.2631,10.8904975,1.0,11.048585,-1.0,10.740515,-1.0,-1.0,12.0344125,1.0,0
11.0,10.0,1.0,-0.02259,1.0,-0.04494,1.0,-0.06682,1.0,11.4076,1.0,11.303835,1.0,11.0477375,12.298325,10.894995,12.3392625,10.8267475,1.0,10.68793,0.99484,-0.18949,0.95601,-0.20081,1.0,10.8904975,0.8728,11.048585,0.8292,10.740515,12.14405,10.8641925,0.73992,10.677175,1
11.0,10.0,0.39286,0.52381,-0.78824,0.11342,-0.16628,-0.76378,0.66667,11.4076,12.3630575,11.303835,-0.6723,11.0477375,12.298325,-0.63668,0.46429,10.8267475,12.2481625,10.68793,-0.5183,0.44961,-0.47651,-0.47594,0.32143,10.8904975,0.51971,11.048585,0.57143,10.740515,-0.54891,10.8641925,12.0344125,10.677175,0
11.0,10.0,0.50466,-0.169,0.71442,0.01513,0.71063,0.02258,0.68065,11.4076,12.3630575,11.303835,0.6905,0.04393,12.298325,10.894995,12.3392625,10.8267475,0.63403,-0.04662,0.64503,10.837705,0.63077,0.07381,0.84033,10.8904975,0.59935,11.048585,0.38228,10.740515,12.14405,10.8641925,0.54632,10.677175,1
0.0,10.0,0.0,10.582565,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.303835,0.0,11.0477375,12.298325,10.894995,12.3392625,-1.0,12.2481625,-1.0,0.0,10.837705,0.0,10.9619025,-1.0,10.8904975,-1.0,-1.0,-1.0,10.740515,12.14405,10.8641925,12.0344125,10.677175,0
0.0,10.0,-1.0,1.0,1.0,-1.0,0.0,11.1964475,0.0,11.4076,12.3630575,-1.0,12.3887625,11.0477375,12.298325,10.894995,12.3392625,-1.0,12.2481625,10.68793,0.0,10.837705,12.2780875,1.0,-1.0,1.0,1.0,-1.0,-1.0,10.740515,-1.0,-1.0,12.0344125,10.677175,0
11.0,10.0,0.6351,-0.04388,0.7653,0.02968,0.61432,0.36028,0.65358,11.4076,12.3630575,11.303835,12.3887625,-0.43418,12.298325,0.54965,12.3392625,10.8267475,0.6351,10.68793,12.2371625,-0.25404,0.70951,0.15359,0.64665,10.8904975,0.68775,11.048585,0.61663,10.740515,12.14405,0.19841,0.69053,10.677175,1
