Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Class
11.0,10.0,11.7917975,0.22751,0.42328,10.87383,0.25661,11.1964475,12.252435,0.49471,-0.02116,0.53968,12.3887625,0.31217,12.298325,10.894995,12.3392625,10.8267475,-0.5,-0.1164,12.2371625,10.837705,-0.14815,-0.38095,-0.2328,0.00265,0.03574,11.048585,0.15873,-0.21693,0.24868,10.8641925,0.2672,10.677175,1
1.0,10.0,11.7917975,10.582565,0.80462,10.87383,12.106135,11.1964475,12.252435,-0.07514,0.72832,-0.11734,0.84624,0.05029,12.298325,10.894995,0.74798,0.06705,12.2481625,0.06358,12.2371625,-0.0237,0.78844,-0.06012,12.2631,10.8904975,0.76717,-0.02731,12.2086625,-0.0763,12.14405,10.8641925,0.78439,0.01214,1
1.0,10.0,11.7917975,0.39286,0.66129,10.87383,0.29521,11.1964475,12.252435,0.94415,-0.45725,0.84605,-0.7766,0.58511,12.298325,0.25133,12.3392625,-0.15315,12.2481625,10.68793,12.2371625,-0.76197,-0.14895,-0.88591,0.21581,10.8904975,12.07021,11.048585,12.2086625,-0.40656,12.14405,-0.07029,12.0344125,0.27926,1
1.0,0.0,0.68729,10.582565,11.88101,10.87383,12.106135,11.1964475,12.252435,11.4076,0.86789,0.73746,0.70067,0.18227,0.7592,10.894995,12.3392625,10.8267475,0.70736,0.18729,12.2371625,10.837705,0.60201,0.77425,12.2631,-0.53846,0.89262,0.22216,12.2086625,0.53846,12.14405,-0.06522,0.56522,10.677175,0
11.0,0.0,0.72414,10.582565,0.79704,10.87383,12.106135,0.00197,12.252435,0.01084,0.78424,11.303835,0.8335,0.03251,0.85123,10.894995,12.3392625,-0.00788,0.79113,-0.02956,12.2371625,0.0335,0.74778,0.05517,12.2631,-0.01478,12.07021,11.048585,12.2086625,10.740515,12.14405,0.02956,12.0344125,0.00788,1
11.0,10.0,11.7917975,-0.00647,11.88101,-0.04207,0.63107,11.1964475,12.252435,11.4076,0.67314,11.303835,0.64725,0.15858,12.298325,-0.01942,0.54369,-0.04531,12.2481625,-0.10032,0.64725,0.14887,0.39159,0.21683,12.2631,-0.05502,12.07021,11.048585,12.2086625,10.740515,12.14405,-0.1068,0.30421,-0.05178,1
11.0,0.0,11.7917975,10.582565,11.88101,10.87383,12.106135,11.1964475,0.30508,11.4076,0.50847,-0.13559,12.3887625,0.28814,0.83051,-0.35593,0.54237,10.8267475,12.2481625,0.0339,0.59322,10.837705,0.86441,0.05085,0.40678,0.15254,12.07021,-0.00266,12.2086625,-0.0339,12.14405,-0.15254,0.76271,10.677175,1
11.0,10.0,0.88804,0.38138,11.88101,10.87383,0.29148,11.1964475,12.252435,0.90135,-0.39597,0.80441,12.3887625,0.56502,12.298325,0.26906,12.3392625,-0.08205,12.2481625,10.68793,12.2371625,-0.55605,-0.16449,-0.64338,0.09562,-0.61055,0.30406,11.048585,12.2086625,10.740515,12.14405,-0.09461,0.42152,0.12556,1
11.0,10.0,11.7917975,0.02187,11.88101,0.341,0.83904,11.1964475,12.252435,0.48906,0.73584,0.51879,12.3887625,0.60179,12.298325,10.894995,0.318,0.70443,0.28379,0.68873,0.07515,10.837705,12.2780875,0.71284,12.2631,0.69714,12.07021,0.6051,12.2086625,0.55805,12.14405,0.44195,-0.33483,10.677175,1
1.0,0.0,11.7917975,0.4346,0.5,10.87383,12.106135,11.1964475,12.252435,0.88186,-0.72363,0.61181,12.3887625,0.19409,12.298325,-0.25527,12.3392625,10.8267475,-0.25105,-0.85654,0.16245,10.837705,12.2780875,10.9619025,12.2631,10.8904975,12.07021,0.07933,0.64135,0.42827,0.31435,0.62447,-0.00422,10.677175,1
