Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Class
11.0,10.0,0.4709,10.582565,0.42328,0.33598,0.25661,0.47619,0.01852,0.49471,-0.02116,11.303835,-0.34127,11.0477375,-0.4127,0.3254,-0.51587,10.8267475,-0.5,-0.1164,12.2371625,-0.1455,-0.14815,-0.38095,-0.2328,10.8904975,0.03574,-0.31739,0.15873,-0.21693,12.14405,-0.24339,12.0344125,0.04233,1
11.0,10.0,11.7917975,-0.07572,0.80462,10.87383,0.87514,-0.01214,0.86821,-0.07514,0.72832,-0.11734,12.3887625,11.0477375,0.83121,-0.07399,0.74798,10.8267475,0.78324,0.06358,0.86763,-0.0237,0.78844,10.9619025,0.74451,-0.0237,0.76717,11.048585,0.74046,-0.0763,12.14405,-0.0422,0.78439,0.01214,1
11.0,10.0,0.89589,0.39286,0.66129,0.71804,0.29521,0.90824,-0.04787,0.94415,-0.45725,11.303835,-0.7766,0.58511,-0.92819,10.894995,-0.92282,10.8267475,-0.76064,10.68793,12.2371625,-0.76197,-0.14895,-0.88591,0.21581,-0.85703,12.07021,-0.68593,0.74846,-0.40656,12.14405,-0.07029,12.0344125,0.27926,1
11.0,10.0,0.68729,10.582565,0.91973,-0.76087,0.81773,0.04348,0.76087,0.10702,0.86789,11.303835,0.70067,11.0477375,0.7592,10.894995,0.93478,-0.25084,0.70736,0.18729,12.2371625,0.24582,0.60201,10.9619025,1.0,-0.53846,0.89262,0.22216,0.7107,0.53846,1.0,10.8641925,12.0344125,0.23913,0
11.0,10.0,0.72414,10.582565,0.79704,0.01084,0.8,0.00197,0.79015,0.01084,0.78424,11.303835,12.3887625,11.0477375,0.85123,10.894995,0.80099,-0.00788,0.79113,-0.02956,0.75961,10.837705,0.74778,10.9619025,0.72611,-0.01478,0.78041,0.00612,0.74089,10.740515,0.82956,0.02956,0.79015,0.00788,1
11.0,10.0,11.7917975,10.582565,0.66667,-0.04207,0.63107,-0.05178,0.77994,0.08091,0.67314,0.09709,0.64725,11.0477375,0.60194,-0.01942,0.54369,10.8267475,0.46926,-0.10032,0.64725,0.14887,0.39159,0.21683,12.2631,-0.05502,0.45105,11.048585,0.31392,-0.06796,0.49191,10.8641925,0.30421,10.677175,1
11.0,10.0,0.52542,-0.0339,0.94915,0.08475,12.106135,-0.16949,0.30508,-0.01695,12.3630575,-0.13559,0.64407,11.0477375,0.83051,-0.35593,0.54237,0.01695,12.2481625,10.68793,0.59322,0.30508,0.86441,0.05085,0.40678,10.8904975,0.67287,11.048585,0.66102,-0.0339,0.83051,-0.15254,0.76271,10.677175,1
11.0,10.0,0.88804,10.582565,11.88101,0.69431,0.29148,0.87892,-0.06726,0.90135,-0.39597,0.80441,-0.64574,0.56502,-0.8296,10.894995,-0.7894,-0.08205,-0.6278,-0.30942,-0.46637,-0.55605,-0.16449,-0.64338,12.2631,-0.61055,12.07021,-0.48392,12.2086625,-0.29838,0.47029,10.8641925,0.42152,10.677175,1
11.0,10.0,0.98822,0.02187,0.93102,0.341,0.83904,0.35222,0.74706,11.4076,0.73584,11.303835,12.3887625,0.60179,0.4313,0.66237,12.3392625,0.70443,12.2481625,0.68873,12.2371625,0.73696,12.2780875,10.9619025,-0.16489,0.69714,-0.16556,0.6051,-0.16209,0.55805,-0.34717,0.44195,-0.33483,0.37465,1
11.0,10.0,11.7917975,0.4346,11.88101,0.7616,0.09916,0.9346,-0.37764,0.88186,-0.72363,11.303835,-0.93882,11.0477375,-0.86709,-0.25527,-0.62869,-0.65612,-0.25105,10.68793,12.2371625,-0.86498,0.51477,10.9619025,0.74895,-0.28903,0.77937,0.07933,0.64135,0.42827,12.14405,0.62447,-0.00422,0.69409,1
11.0,10.0,1.0,10.582565,0.0,10.87383,1.0,-1.0,1.0,-1.0,1.0,11.303835,12.3887625,11.0477375,1.0,-1.0,1.0,1.0,1.0,10.68793,12.2371625,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,10.8641925,1.0,-1.0,0
11.0,10.0,1.0,10.582565,0.0,0.0,0.0,0.0,0.0,11.4076,12.3630575,11.303835,-0.51504,0.45489,-0.95489,10.894995,0.64662,1.0,0.0,0.0,0.0,10.837705,0.6203,0.20301,-1.0,-1.0,1.0,11.048585,1.0,1.0,0.0,10.8641925,0.0,0.0,0
11.0,10.0,0.0,0.0,0.0,10.87383,0.0,0.0,0.0,0.0,0.0,11.303835,0.0,11.0477375,0.0,0.0,0.0,10.8267475,0.0,0.0,0.0,10.837705,0.0,0.0,0.0,10.8904975,1.0,11.048585,0.0,10.740515,0.0,0.0,0.0,0.0,0
11.0,10.0,11.7917975,10.582565,0.82809,0.80521,0.76001,0.70709,0.8401,-0.10984,0.97311,11.303835,0.95824,-0.85727,0.91962,0.88444,0.95452,10.8267475,0.88673,10.68793,12.2371625,-0.69594,0.8667,-0.85755,12.2631,-0.30063,1.0,0.17076,0.62958,0.42677,0.87757,0.81007,12.0344125,0.68822,0
11.0,10.0,1.0,0.45455,1.0,-0.45455,1.0,11.1964475,1.0,-0.09091,1.0,11.303835,1.0,-0.27273,1.0,-0.18182,1.0,10.8267475,1.0,10.68793,1.0,-0.36364,1.0,10.9619025,1.0,10.8904975,1.0,11.048585,1.0,0.45455,1.0,-0.27273,1.0,10.677175,1
11.0,10.0,1.0,0.02461,0.99672,10.87383,0.97545,11.1964475,12.252435,-1.0,0.91036,11.303835,0.88462,0.5364,0.82077,10.894995,0.76929,0.15189,1.0,0.41003,0.6585,10.837705,0.60138,10.9619025,0.54446,0.1639,12.07021,0.16019,0.43481,0.15436,0.38352,0.14677,1.0,1.0,0
11.0,10.0,0.88241,10.582565,0.73232,0.57816,12.106135,0.58527,0.05717,1.0,-0.09238,11.303835,-0.62403,0.71996,-0.69767,0.32558,-0.81422,0.41195,-1.0,10.68793,-0.78973,-0.41085,-0.76901,-0.45478,-0.57242,-0.67605,-0.3161,11.048585,-0.02979,-0.86841,12.14405,10.8641925,12.0344125,-0.81686,1
11.0,10.0,1.0,10.582565,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,11.303835,1.0,11.0477375,12.298325,1.0,1.0,-1.0,-1.0,1.0,12.2371625,1.0,-1.0,10.9619025,1.0,-1.0,1.0,11.048585,-1.0,1.0,-1.0,10.8641925,-1.0,1.0,0
