Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Class
11.0,10.0,0.4709,0.22751,0.42328,0.33598,0.25661,0.47619,0.01852,0.49471,-0.02116,0.53968,-0.34127,0.31217,12.298325,10.894995,-0.51587,0.06878,12.2481625,10.68793,-0.14815,-0.1455,-0.14815,10.9619025,-0.2328,10.8904975,0.03574,11.048585,0.15873,-0.21693,12.14405,-0.24339,0.2672,10.677175,1
11.0,10.0,0.82254,-0.07572,0.80462,0.00231,0.87514,11.1964475,0.86821,-0.07514,12.3630575,-0.11734,0.84624,0.05029,0.83121,10.894995,0.74798,10.8267475,0.78324,0.06358,12.2371625,-0.0237,0.78844,-0.06012,0.74451,-0.0237,12.07021,-0.02731,0.74046,10.740515,0.70058,-0.0422,12.0344125,10.677175,1
11.0,10.0,0.89589,0.39286,0.66129,0.71804,0.29521,0.90824,-0.04787,0.94415,12.3630575,0.84605,-0.7766,11.0477375,12.298325,0.25133,-0.92282,10.8267475,12.2481625,-0.48404,-0.50931,10.837705,-0.14895,-0.88591,0.21581,-0.85703,12.07021,-0.68593,0.74846,-0.40656,0.83142,10.8641925,12.0344125,0.27926,1
11.0,10.0,0.68729,1.0,0.91973,-0.76087,0.81773,0.04348,0.76087,11.4076,12.3630575,0.73746,0.70067,0.18227,12.298325,0.13712,0.93478,-0.25084,12.2481625,10.68793,12.2371625,0.24582,0.60201,0.77425,1.0,-0.53846,12.07021,11.048585,0.7107,10.740515,1.0,-0.06522,0.56522,0.23913,0
11.0,10.0,0.72414,-0.01084,0.79704,0.01084,0.8,0.00197,0.79015,11.4076,12.3630575,-0.00985,0.8335,0.03251,12.298325,0.01675,0.80099,10.8267475,0.79113,-0.02956,12.2371625,10.837705,12.2780875,0.05517,0.72611,-0.01478,0.78041,11.048585,0.74089,-0.05025,0.82956,0.02956,12.0344125,0.00788,1
11.0,10.0,0.71521,-0.00647,0.66667,-0.04207,0.63107,-0.05178,0.77994,0.08091,0.67314,0.09709,0.64725,0.15858,12.298325,-0.01942,12.3392625,-0.04531,12.2481625,10.68793,12.2371625,0.14887,0.39159,10.9619025,0.52427,-0.05502,0.45105,11.048585,0.31392,-0.06796,0.49191,10.8641925,12.0344125,-0.05178,1
11.0,10.0,0.52542,-0.0339,0.94915,0.08475,0.52542,-0.16949,0.30508,11.4076,0.50847,-0.13559,0.64407,0.28814,12.298325,-0.35593,0.54237,10.8267475,12.2481625,0.0339,0.59322,0.30508,0.86441,10.9619025,12.2631,10.8904975,0.67287,-0.00266,0.66102,10.740515,0.83051,-0.15254,12.0344125,-0.10169,1
11.0,10.0,0.88804,0.38138,0.65926,0.69431,0.29148,0.87892,-0.06726,0.90135,-0.39597,0.80441,-0.64574,0.56502,12.298325,10.894995,-0.7894,-0.08205,12.2481625,10.68793,-0.46637,-0.55605,-0.16449,10.9619025,12.2631,-0.61055,12.07021,-0.48392,0.43227,10.740515,0.47029,-0.09461,0.42152,10.677175,1
11.0,10.0,0.98822,0.02187,0.93102,0.341,0.83904,0.35222,0.74706,11.4076,0.73584,0.51879,12.3887625,0.60179,0.4313,0.66237,0.318,10.8267475,12.2481625,10.68793,0.07515,0.73696,0.06338,0.71284,-0.16489,0.69714,12.07021,11.048585,-0.16209,0.55805,-0.34717,0.44195,12.0344125,10.677175,1
11.0,10.0,0.84177,0.4346,0.5,0.7616,0.09916,0.9346,-0.37764,0.88186,12.3630575,11.303835,-0.93882,0.19409,-0.86709,-0.25527,-0.62869,-0.65612,-0.25105,-0.85654,12.2371625,-0.86498,12.2780875,-0.66878,0.74895,10.8904975,12.07021,11.048585,0.64135,0.42827,12.14405,10.8641925,-0.00422,0.69409,1
11.0,10.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,11.4076,1.0,1.0,1.0,11.0477375,12.298325,10.894995,1.0,1.0,12.2481625,1.0,1.0,-1.0,-1.0,10.9619025,1.0,10.8904975,12.07021,-1.0,1.0,1.0,0.0,0.0,12.0344125,-1.0,0
11.0,10.0,1.0,1.0,0.0,10.87383,0.0,11.1964475,0.0,11.4076,0.47744,-0.89098,-0.51504,0.45489,-0.95489,10.894995,0.64662,10.8267475,12.2481625,0.0,0.0,10.837705,0.6203,0.20301,-1.0,-1.0,12.07021,-1.0,1.0,1.0,0.0,0.0,12.0344125,0.0,0
11.0,10.0,0.0,0.0,0.0,10.87383,0.0,11.1964475,0.0,11.4076,12.3630575,11.303835,0.0,0.0,0.0,0.0,0.0,10.8267475,0.0,10.68793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.048585,0.0,0.0,0.0,0.0,12.0344125,0.0,0
11.0,10.0,0.5984,0.40332,0.82809,0.80521,0.76001,0.70709,0.8401,-0.10984,0.97311,0.07981,0.95824,-0.85727,12.298325,0.88444,0.95452,-0.05206,0.88673,0.18135,12.2371625,-0.69594,12.2780875,10.9619025,0.28604,10.8904975,12.07021,11.048585,0.62958,0.42677,0.87757,10.8641925,12.0344125,0.68822,0
11.0,10.0,1.0,0.45455,1.0,-0.45455,1.0,0.09091,1.0,11.4076,1.0,11.303835,1.0,-0.27273,12.298325,-0.18182,1.0,0.09091,1.0,10.68793,12.2371625,-0.36364,1.0,0.09091,1.0,10.8904975,1.0,11.048585,1.0,0.45455,1.0,-0.27273,12.0344125,10.677175,1
