Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Class
11.0,0.0,11.7917975,0.22751,11.88101,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,11.303835,12.3887625,0.31217,12.298325,10.894995,12.3392625,0.06878,12.2481625,-0.1164,-0.14815,10.837705,12.2780875,-0.38095,12.2631,0.00265,12.07021,-0.31739,0.15873,-0.21693,12.14405,10.8641925,12.0344125,10.677175,1
11.0,0.0,11.7917975,-0.07572,11.88101,0.00231,12.106135,11.1964475,12.252435,-0.07514,12.3630575,-0.11734,0.84624,0.05029,12.298325,10.894995,12.3392625,10.8267475,12.2481625,0.06358,12.2371625,-0.0237,12.2780875,-0.06012,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,12.0344125,0.01214,1
1.0,0.0,11.7917975,0.39286,11.88101,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.84605,12.3887625,11.0477375,12.298325,0.25133,12.3392625,-0.15315,12.2481625,10.68793,12.2371625,10.837705,12.2780875,10.9619025,12.2631,10.8904975,0.53229,-0.68593,12.2086625,-0.40656,0.83142,-0.07029,12.0344125,10.677175,1
1.0,0.0,0.68729,1.0,11.88101,10.87383,12.106135,11.1964475,12.252435,0.10702,12.3630575,11.303835,0.70067,11.0477375,12.298325,0.13712,12.3392625,10.8267475,12.2481625,0.18729,0.64883,10.837705,12.2780875,10.9619025,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,-0.06522,0.56522,10.677175,0
11.0,0.0,11.7917975,-0.01084,11.88101,0.01084,12.106135,0.00197,12.252435,0.01084,12.3630575,-0.00985,0.8335,11.0477375,12.298325,0.01675,12.3392625,-0.00788,12.2481625,10.68793,12.2371625,10.837705,12.2780875,0.05517,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,12.0344125,0.00788,1
11.0,0.0,11.7917975,10.582565,11.88101,-0.04207,12.106135,11.1964475,12.252435,0.08091,12.3630575,0.09709,0.64725,11.0477375,12.298325,10.894995,12.3392625,-0.04531,12.2481625,10.68793,0.64725,0.14887,0.39159,10.9619025,12.2631,-0.05502,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,12.0344125,-0.05178,1
11.0,0.0,11.7917975,-0.0339,0.94915,0.08475,12.106135,11.1964475,0.30508,11.4076,12.3630575,11.303835,0.64407,0.28814,12.298325,10.894995,12.3392625,0.01695,12.2481625,10.68793,12.2371625,10.837705,12.2780875,10.9619025,0.40678,10.8904975,12.07021,-0.00266,12.2086625,10.740515,12.14405,-0.15254,12.0344125,10.677175,1
11.0,0.0,11.7917975,0.38138,11.88101,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,11.303835,12.3887625,11.0477375,12.298325,0.26906,12.3392625,-0.08205,12.2481625,-0.30942,-0.46637,10.837705,12.2780875,10.9619025,12.2631,10.8904975,12.07021,-0.48392,0.43227,10.740515,0.47029,-0.09461,0.42152,10.677175,1
11.0,0.0,11.7917975,0.02187,11.88101,0.341,12.106135,11.1964475,12.252435,11.4076,12.3630575,11.303835,0.55076,0.60179,0.4313,10.894995,0.318,10.8267475,0.28379,0.68873,0.07515,10.837705,12.2780875,10.9619025,12.2631,10.8904975,12.07021,0.6051,12.2086625,10.740515,12.14405,10.8641925,12.0344125,10.677175,1
1.0,0.0,11.7917975,10.582565,11.88101,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.61181,12.3887625,0.19409,12.298325,10.894995,12.3392625,10.8267475,12.2481625,-0.85654,0.16245,10.837705,0.51477,-0.66878,12.2631,10.8904975,12.07021,0.07933,0.64135,10.740515,0.31435,10.8641925,12.0344125,10.677175,1
11.0,0.0,11.7917975,1.0,11.88101,0.0,12.106135,11.1964475,1.0,11.4076,12.3630575,11.303835,1.0,11.0477375,1.0,10.894995,12.3392625,10.8267475,12.2481625,10.68793,1.0,10.837705,-1.0,10.9619025,12.2631,10.8904975,12.07021,11.048585,1.0,10.740515,12.14405,0.0,1.0,10.677175,0
11.0,0.0,11.7917975,1.0,11.88101,0.0,12.106135,11.1964475,12.252435,11.4076,0.47744,11.303835,-0.51504,0.45489,12.298325,10.894995,12.3392625,10.8267475,12.2481625,0.0,12.2371625,0.0,12.2780875,0.20301,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,0.0,12.0344125,0.0,0
11.0,0.0,11.7917975,0.0,11.88101,10.87383,12.106135,0.0,12.252435,11.4076,12.3630575,11.303835,0.0,0.0,12.298325,10.894995,12.3392625,0.0,0.0,10.68793,12.2371625,0.0,12.2780875,10.9619025,12.2631,0.0,12.07021,11.048585,12.2086625,10.740515,12.14405,0.0,12.0344125,0.0,0
1.0,0.0,0.5984,0.40332,0.82809,10.87383,0.76001,11.1964475,0.8401,11.4076,12.3630575,0.07981,12.3887625,11.0477375,12.298325,10.894995,12.3392625,-0.05206,12.2481625,0.18135,0.98484,10.837705,12.2780875,10.9619025,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,12.0344125,10.677175,0
11.0,0.0,11.7917975,10.582565,11.88101,10.87383,12.106135,0.09091,12.252435,11.4076,12.3630575,0.0,1.0,11.0477375,12.298325,10.894995,12.3392625,0.09091,12.2481625,0.0,12.2371625,10.837705,12.2780875,0.09091,12.2631,-0.09091,12.07021,-0.04914,12.2086625,10.740515,12.14405,-0.27273,12.0344125,-0.18182,1
11.0,0.0,11.7917975,10.582565,11.88101,0.04861,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.11147,0.88462,11.0477375,12.298325,0.14137,12.3392625,0.15189,12.2481625,10.68793,0.6585,0.16371,12.2780875,10.9619025,0.54446,10.8904975,12.07021,11.048585,0.43481,10.740515,0.38352,10.8641925,12.0344125,10.677175,0
1.0,0.0,11.7917975,0.30634,11.88101,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.92118,-0.62403,0.71996,12.298325,0.32558,12.3392625,10.8267475,12.2481625,-0.00775,-0.78973,10.837705,12.2780875,-0.45478,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,0.25392,10.8641925,12.0344125,10.677175,1
11.0,0.0,1.0,1.0,1.0,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,1.0,12.3887625,11.0477375,1.0,10.894995,1.0,10.8267475,12.2481625,10.68793,12.2371625,10.837705,12.2780875,1.0,1.0,10.8904975,12.07021,1.0,12.2086625,10.740515,12.14405,-1.0,12.0344125,10.677175,0
11.0,0.0,11.7917975,-0.02259,11.88101,-0.04494,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.56173,12.3887625,-0.12738,12.298325,-0.14522,12.3392625,10.8267475,12.2481625,-0.17639,12.2371625,10.837705,12.2780875,-0.20081,12.2631,10.8904975,12.07021,-0.21793,12.2086625,-0.2237,12.14405,-0.22765,12.0344125,10.677175,1
11.0,10.0,11.7917975,0.52381,11.88101,10.87383,12.106135,11.1964475,0.66667,0.0119,12.3630575,0.40476,12.3887625,0.30729,12.298325,10.894995,12.3392625,10.8267475,0.54762,0.05952,12.2371625,10.837705,12.2780875,-0.47594,12.2631,10.8904975,12.07021,11.048585,0.57143,10.740515,12.14405,-0.29915,0.25441,10.677175,0
11.0,0.0,11.7917975,10.582565,11.88101,10.87383,12.106135,11.1964475,12.252435,0.01282,0.34615,0.05594,0.6905,11.0477375,12.298325,0.05058,12.3392625,0.05692,12.2481625,10.68793,12.2371625,0.06856,12.2780875,10.9619025,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,0.09046,0.54632,0.09346,1
11.0,10.0,11.7917975,0.0,11.88101,10.87383,12.106135,11.1964475,12.252435,1.0,12.3630575,11.303835,0.0,0.0,0.0,0.0,12.3392625,10.8267475,12.2481625,10.68793,0.0,0.0,12.2780875,0.0,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,0.0,0.0,10.677175,0
11.0,0.0,11.7917975,1.0,1.0,10.87383,12.106135,0.0,12.252435,0.0,12.3630575,11.303835,12.3887625,11.0477375,12.298325,0.0,12.3392625,10.8267475,0.0,10.68793,0.0,0.0,12.2780875,10.9619025,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,0.0,0.0,0
11.0,0.0,11.7917975,-0.04388,11.88101,0.02968,12.106135,11.1964475,12.252435,-0.00462,12.3630575,0.08314,0.79446,-0.43418,12.298325,10.894995,12.3392625,0.13857,12.2481625,0.2194,0.63279,10.837705,12.2780875,10.9619025,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,0.19841,12.0344125,10.677175,1
1.0,0.0,11.7917975,0.07804,11.88101,0.16251,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.42196,0.70716,0.46983,12.298325,10.894995,12.3392625,10.8267475,12.2481625,0.64924,0.39903,10.837705,0.34232,10.9619025,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,0.02735,10.8641925,12.0344125,10.677175,1
11.0,0.0,11.7917975,0.5782,1.0,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,-1.0,1.0,-1.0,1.0,10.894995,12.3392625,10.8267475,12.2481625,-1.0,1.0,10.837705,12.2780875,10.9619025,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,1.0,-1.0,12.0344125,10.677175,0
1.0,0.0,11.7917975,-0.15271,11.88101,0.05911,12.106135,11.1964475,12.252435,0.18719,12.3630575,0.0,12.3887625,-0.09852,12.298325,10.894995,12.3392625,-0.02956,12.2481625,10.68793,12.2371625,10.837705,12.2780875,0.02956,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,0.05419,12.0344125,-0.10837,0
1.0,0.0,11.7917975,-0.08459,11.88101,0.0,12.106135,11.1964475,12.252435,11.4076,12.3630575,11.303835,0.0,11.0477375,12.298325,0.38602,12.3392625,10.8267475,12.2481625,0.22115,12.2371625,0.0,12.2780875,0.0,12.2631,10.8904975,12.07021,-0.02294,12.2086625,10.740515,12.14405,0.24086,12.0344125,10.677175,0
11.0,0.0,11.7917975,10.582565,11.88101,0.73375,12.106135,11.1964475,12.252435,-0.06811,12.3630575,11.303835,0.47368,11.0477375,0.56347,10.894995,12.3392625,10.8267475,0.33746,0.03406,0.50464,10.837705,12.2780875,-0.6161,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,0.52632,-0.08978,0
11.0,0.0,11.7917975,-0.0019,11.88101,10.87383,12.106135,11.1964475,12.252435,0.16828,12.3630575,0.09061,0.99676,0.08172,12.298325,0.05097,12.3392625,10.8267475,12.2481625,-0.14482,12.2371625,0.26133,12.2780875,-0.03641,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,-0.10194,12.0344125,10.677175,1
11.0,0.0,11.7917975,0.11308,11.88101,10.87383,12.106135,0.06874,12.252435,11.4076,12.3630575,11.303835,0.63858,-0.16186,12.298325,10.894995,12.3392625,-0.13525,0.52993,-0.04656,0.47894,10.837705,12.2780875,10.9619025,12.2631,-0.20177,12.07021,11.048585,12.2086625,10.740515,12.14405,-0.11752,12.0344125,10.677175,1
11.0,0.0,11.7917975,10.582565,11.88101,10.87383,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.04167,0.83333,0.125,12.298325,0.0,12.3392625,0.04167,12.2481625,0.08333,12.2371625,-0.08333,12.2780875,10.9619025,12.2631,-0.125,12.07021,11.048585,12.2086625,10.740515,12.14405,0.0,12.0344125,0.04167,1
11.0,0.0,11.7917975,0.07088,11.88101,0.04296,12.106135,11.1964475,12.252435,11.4076,12.3630575,0.0258,0.8325,-0.06142,12.298325,10.894995,12.3392625,0.0028,12.2481625,-0.05295,12.2371625,-0.07905,12.2780875,10.9619025,12.2631,-0.07705,12.07021,11.048585,12.2086625,10.740515,12.14405,-0.00015,12.0344125,10.677175,1
11.0,0.0,11.7917975,-0.07111,1.0,-0.02494,12.106135,11.1964475,12.252435,0.00222,12.3630575,11.303835,12.3887625,-0.07287,12.298325,10.894995,12.3392625,0.05333,12.2481625,-0.03778,12.2371625,10.837705,12.2780875,-0.18667,12.2631,10.8904975,12.07021,-0.14162,12.2086625,10.740515,12.14405,-0.15609,12.0344125,10.677175,1
11.0,0.0,11.7917975,10.582565,11.88101,10.87383,0.43898,11.1964475,12.252435,11.4076,12.3630575,11.303835,12.3887625,0.48816,12.298325,0.28415,12.3392625,0.10591,12.2481625,-0.06193,-0.81056,10.837705,12.2780875,-0.47592,12.2631,10.8904975,12.07021,-0.51925,12.2086625,10.740515,0.36586,10.8641925,0.42805,10.677175,1
1.0,0.0,11.7917975,-0.20685,11.88101,10.87383,12.106135,11.1964475,0.71875,11.4076,12.3630575,11.303835,-1.0,-1.0,12.298325,10.894995,12.3392625,10.8267475,-0.42113,-0.42113,-0.74628,10.837705,12.2780875,-0.46801,12.2631,0.2381,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,12.0344125,10.677175,0
11.0,0.0,11.7917975,0.08791,11.88101,0.16888,12.106135,11.1964475,0.55187,0.68154,12.3630575,11.303835,0.16286,11.0477375,12.298325,10.894995,12.3392625,10.8267475,0.31639,0.12967,0.37824,10.837705,0.31274,10.9619025,12.2631,10.8904975,12.07021,11.048585,0.12635,10.740515,12.14405,10.8641925,12.0344125,10.677175,1
11.0,0.0,11.7917975,-0.14236,1.0,-0.16256,12.106135,11.1964475,12.252435,-0.07514,12.3630575,-0.2501,1.0,-0.26161,12.298325,10.894995,12.3392625,10.8267475,12.2481625,-0.46162,1.0,10.837705,12.2780875,-0.59661,12.2631,10.8904975,12.07021,11.048585,12.2086625,10.740515,12.14405,10.8641925,12.0344125,10.677175,1
1.0,0.0,11.7917975,10.582565,11.88101,10.87383,12.106135,11.1964475,12.252435,0.0,12.3630575,0.0,12.3887625,11.0477375,12.298325,0.0,12.3392625,0.0,12.2481625,10.68793,12.2371625,10.837705,12.2780875,10.9619025,12.2631,0.0,12.07021,11.048585,12.2086625,0.0,0.0,0.0,12.0344125,0.0,0
